gene_stable_id	transcript_stable_id	protein_stable_id	xref	db_name	info_type	source_identity	xref_identity	linkage_type
YGL007C-A	YGL007C-A_mRNA	YGL007C-A	NM_001184592.3	RefSeq_dna	DEPENDENT	-	-	-
YGL175C	YGL175C_mRNA	YGL175C	NP_011340.1	RefSeq_peptide	DEPENDENT	-	-	-
YGL175C	YGL175C_mRNA	YGL175C	NM_001181040.1	RefSeq_dna	DEPENDENT	-	-	-
YGL223C	YGL223C_mRNA	YGL223C	NP_011292.1	RefSeq_peptide	DEPENDENT	-	-	-
YGL223C	YGL223C_mRNA	YGL223C	NM_001181088.1	RefSeq_dna	DEPENDENT	-	-	-
YGL004C	YGL004C_mRNA	YGL004C	NP_011511.3	RefSeq_peptide	DEPENDENT	-	-	-
YGL004C	YGL004C_mRNA	YGL004C	NM_001180869.3	RefSeq_dna	DEPENDENT	-	-	-
YGL148W	YGL148W_mRNA	YGL148W	NP_011367.1	RefSeq_peptide	DEPENDENT	-	-	-
YGL148W	YGL148W_mRNA	YGL148W	NM_001181013.1	RefSeq_dna	DEPENDENT	-	-	-
YGR281W	YGR281W_mRNA	YGR281W	NP_011797.3	RefSeq_peptide	DEPENDENT	-	-	-
YGR281W	YGR281W_mRNA	YGR281W	NM_001181410.3	RefSeq_dna	DEPENDENT	-	-	-
YGR078C	YGR078C_mRNA	YGR078C	NP_011592.3	RefSeq_peptide	DEPENDENT	-	-	-
YGR078C	YGR078C_mRNA	YGR078C	NM_001181207.3	RefSeq_dna	DEPENDENT	-	-	-
YGL133W	YGL133W_mRNA	YGL133W	NP_011382.1	RefSeq_peptide	DEPENDENT	-	-	-
YGL133W	YGL133W_mRNA	YGL133W	NM_001180998.1	RefSeq_dna	DEPENDENT	-	-	-
YGR295C	YGR295C_mRNA	YGR295C	NP_011811.1	RefSeq_peptide	DEPENDENT	-	-	-
YGR295C	YGR295C_mRNA	YGR295C	NM_001181424.1	RefSeq_dna	DEPENDENT	-	-	-
YGR048W	YGR048W_mRNA	YGR048W	NP_011562.1	RefSeq_peptide	DEPENDENT	-	-	-
YGR048W	YGR048W_mRNA	YGR048W	NM_001181177.1	RefSeq_dna	DEPENDENT	-	-	-
YGR065C	YGR065C_mRNA	YGR065C	NP_011579.1	RefSeq_peptide	DEPENDENT	-	-	-
YGR065C	YGR065C_mRNA	YGR065C	NM_001181194.1	RefSeq_dna	DEPENDENT	-	-	-
YGL051W	YGL051W_mRNA	YGL051W	NP_011464.1	RefSeq_peptide	DEPENDENT	-	-	-
YGL051W	YGL051W_mRNA	YGL051W	NM_001180916.1	RefSeq_dna	DEPENDENT	-	-	-
YGL220W	YGL220W_mRNA	YGL220W	NP_011295.1	RefSeq_peptide	DEPENDENT	-	-	-
YGL220W	YGL220W_mRNA	YGL220W	NM_001181085.1	RefSeq_dna	DEPENDENT	-	-	-
YGR019W	YGR019W_mRNA	YGR019W	NP_011533.3	RefSeq_peptide	DEPENDENT	-	-	-
YGR019W	YGR019W_mRNA	YGR019W	NM_001181148.3	RefSeq_dna	DEPENDENT	-	-	-
YGL010W	YGL010W_mRNA	YGL010W	NP_011505.1	RefSeq_peptide	DEPENDENT	-	-	-
YGL010W	YGL010W_mRNA	YGL010W	NM_001180875.1	RefSeq_dna	DEPENDENT	-	-	-
YGL090W	YGL090W_mRNA	YGL090W	NP_011425.1	RefSeq_peptide	DEPENDENT	-	-	-
YGL090W	YGL090W_mRNA	YGL090W	NM_001180955.1	RefSeq_dna	DEPENDENT	-	-	-
YGR054W	YGR054W_mRNA	YGR054W	NP_011568.3	RefSeq_peptide	DEPENDENT	-	-	-
YGR054W	YGR054W_mRNA	YGR054W	NM_001181183.4	RefSeq_dna	DEPENDENT	-	-	-
YGR174W-A	YGR174W-A_mRNA	YGR174W-A	NP_878081.3	RefSeq_peptide	DEPENDENT	-	-	-
YGR174W-A	YGR174W-A_mRNA	YGR174W-A	NM_001184595.3	RefSeq_dna	DEPENDENT	-	-	-
YGL032C	YGL032C_mRNA	YGL032C	NP_011483.3	RefSeq_peptide	DEPENDENT	-	-	-
YGL032C	YGL032C_mRNA	YGL032C	NM_001180897.3	RefSeq_dna	DEPENDENT	-	-	-
YGL179C	YGL179C_mRNA	YGL179C	NP_011336.3	RefSeq_peptide	DEPENDENT	-	-	-
YGL179C	YGL179C_mRNA	YGL179C	NM_001181044.3	RefSeq_dna	DEPENDENT	-	-	-
YGR002C	YGR002C_mRNA	YGR002C	NP_011516.1	RefSeq_peptide	DEPENDENT	-	-	-
YGR002C	YGR002C_mRNA	YGR002C	NM_001181131.1	RefSeq_dna	DEPENDENT	-	-	-
YGL134W	YGL134W_mRNA	YGL134W	NP_011381.1	RefSeq_peptide	DEPENDENT	-	-	-
YGL134W	YGL134W_mRNA	YGL134W	NM_001180999.1	RefSeq_dna	DEPENDENT	-	-	-
YGL235W	YGL235W_mRNA	YGL235W	NP_011279.1	RefSeq_peptide	DEPENDENT	-	-	-
YGL235W	YGL235W_mRNA	YGL235W	NM_001181101.1	RefSeq_dna	DEPENDENT	-	-	-
YGL006W	YGL006W_mRNA	YGL006W	NP_011509.1	RefSeq_peptide	DEPENDENT	-	-	-
YGL006W	YGL006W_mRNA	YGL006W	NM_001180871.1	RefSeq_dna	DEPENDENT	-	-	-
YGR028W	YGR028W_mRNA	YGR028W	NP_011542.3	RefSeq_peptide	DEPENDENT	-	-	-
YGR028W	YGR028W_mRNA	YGR028W	NM_001181157.3	RefSeq_dna	DEPENDENT	-	-	-
YGR283C	YGR283C_mRNA	YGR283C	NP_011799.3	RefSeq_peptide	DEPENDENT	-	-	-
YGR283C	YGR283C_mRNA	YGR283C	NM_001181412.3	RefSeq_dna	DEPENDENT	-	-	-
YGR249W	YGR249W_mRNA	YGR249W	NP_011765.1	RefSeq_peptide	DEPENDENT	-	-	-
YGR249W	YGR249W_mRNA	YGR249W	NM_001181378.1	RefSeq_dna	DEPENDENT	-	-	-
YGL232W	YGL232W_mRNA	YGL232W	NP_011282.1	RefSeq_peptide	DEPENDENT	-	-	-
YGL232W	YGL232W_mRNA	YGL232W	NM_001181098.1	RefSeq_dna	DEPENDENT	-	-	-
YGL157W	YGL157W_mRNA	YGL157W	NP_011358.3	RefSeq_peptide	DEPENDENT	-	-	-
YGL157W	YGL157W_mRNA	YGL157W	NM_001181022.3	RefSeq_dna	DEPENDENT	-	-	-
YGR012W	YGR012W_mRNA	YGR012W	NP_011526.1	RefSeq_peptide	DEPENDENT	-	-	-
YGR012W	YGR012W_mRNA	YGR012W	NM_001181141.1	RefSeq_dna	DEPENDENT	-	-	-
YGR014W	YGR014W_mRNA	YGR014W	NP_011528.3	RefSeq_peptide	DEPENDENT	-	-	-
YGR014W	YGR014W_mRNA	YGR014W	NM_001181143.3	RefSeq_dna	DEPENDENT	-	-	-
YLL050C	YLL050C_mRNA	YLL050C	NP_013050.1	RefSeq_peptide	DEPENDENT	-	-	-
YLL050C	YLL050C_mRNA	YLL050C	NM_001181870.1	RefSeq_dna	DEPENDENT	-	-	-
YLL032C	YLL032C_mRNA	YLL032C	NP_013068.1	RefSeq_peptide	DEPENDENT	-	-	-
YLL032C	YLL032C_mRNA	YLL032C	NM_001181852.1	RefSeq_dna	DEPENDENT	-	-	-
YLR466W	YLR466W_mRNA	YLR466W	NP_013571.3	RefSeq_peptide	DEPENDENT	-	-	-
YLR466W	YLR466W_mRNA	YLR466W	NM_001182354.3	RefSeq_dna	DEPENDENT	-	-	-
YLR054C	YLR054C_mRNA	YLR054C	NP_013155.2	RefSeq_peptide	DEPENDENT	-	-	-
YLR054C	YLR054C_mRNA	YLR054C	NM_001181941.1	RefSeq_dna	DEPENDENT	-	-	-
YLR437C	YLR437C_mRNA	YLR437C	NP_013541.3	RefSeq_peptide	DEPENDENT	-	-	-
YLR437C	YLR437C_mRNA	YLR437C	NM_001182325.3	RefSeq_dna	DEPENDENT	-	-	-
YLL056C	YLL056C_mRNA	YLL056C	NP_013044.1	RefSeq_peptide	DEPENDENT	-	-	-
YLL056C	YLL056C_mRNA	YLL056C	NM_001181876.1	RefSeq_dna	DEPENDENT	-	-	-
YLR128W	YLR128W_mRNA	YLR128W	NP_013229.1	RefSeq_peptide	DEPENDENT	-	-	-
YLR128W	YLR128W_mRNA	YLR128W	NM_001182015.1	RefSeq_dna	DEPENDENT	-	-	-
YLR075W	YLR075W_mRNA	YLR075W	NP_013176.1	RefSeq_peptide	DEPENDENT	-	-	-
YLR075W	YLR075W_mRNA	YLR075W	NM_001181962.1	RefSeq_dna	DEPENDENT	-	-	-
YLR052W	YLR052W_mRNA	YLR052W	NP_013153.1	RefSeq_peptide	DEPENDENT	-	-	-
YLR052W	YLR052W_mRNA	YLR052W	NM_001181939.1	RefSeq_dna	DEPENDENT	-	-	-
YLR159C-A	YLR159C-A_mRNA	YLR159C-A	NP_878122.1	RefSeq_peptide	DEPENDENT	-	-	-
YLR159C-A	YLR159C-A_mRNA	YLR159C-A	NP_878123.1	RefSeq_peptide	DEPENDENT	-	-	-
YLR159C-A	YLR159C-A_mRNA	YLR159C-A	NP_878126.1	RefSeq_peptide	DEPENDENT	-	-	-
YLR159C-A	YLR159C-A_mRNA	YLR159C-A	NP_878127.1	RefSeq_peptide	DEPENDENT	-	-	-
YLR159C-A	YLR159C-A_mRNA	YLR159C-A	NM_001184561.1	RefSeq_dna	DEPENDENT	-	-	-
YLR159C-A	YLR159C-A_mRNA	YLR159C-A	NM_001184563.1	RefSeq_dna	DEPENDENT	-	-	-
YLR159C-A	YLR159C-A_mRNA	YLR159C-A	NM_001184564.1	RefSeq_dna	DEPENDENT	-	-	-
YLR159C-A	YLR159C-A_mRNA	YLR159C-A	NM_001184565.1	RefSeq_dna	DEPENDENT	-	-	-
YLR025W	YLR025W_mRNA	YLR025W	NP_013125.1	RefSeq_peptide	DEPENDENT	-	-	-
YLR025W	YLR025W_mRNA	YLR025W	NM_001181912.1	RefSeq_dna	DEPENDENT	-	-	-
YLR049C	YLR049C_mRNA	YLR049C	NP_013150.1	RefSeq_peptide	DEPENDENT	-	-	-
YLR049C	YLR049C_mRNA	YLR049C	NM_001181936.1	RefSeq_dna	DEPENDENT	-	-	-
YLR308W	YLR308W_mRNA	YLR308W	NP_013411.1	RefSeq_peptide	DEPENDENT	-	-	-
YLR308W	YLR308W_mRNA	YLR308W	NM_001182196.1	RefSeq_dna	DEPENDENT	-	-	-
YLR032W	YLR032W_mRNA	YLR032W	NP_013132.1	RefSeq_peptide	DEPENDENT	-	-	-
YLR032W	YLR032W_mRNA	YLR032W	NM_001181919.1	RefSeq_dna	DEPENDENT	-	-	-
YLR251W	YLR251W_mRNA	YLR251W	NP_013352.1	RefSeq_peptide	DEPENDENT	-	-	-
YLR251W	YLR251W_mRNA	YLR251W	NM_001182138.1	RefSeq_dna	DEPENDENT	-	-	-
YLR321C	YLR321C_mRNA	YLR321C	NP_013425.1	RefSeq_peptide	DEPENDENT	-	-	-
YLR321C	YLR321C_mRNA	YLR321C	NM_001182210.1	RefSeq_dna	DEPENDENT	-	-	-
YLR327C	YLR327C_mRNA	YLR327C	NP_013431.1	RefSeq_peptide	DEPENDENT	-	-	-
YLR327C	YLR327C_mRNA	YLR327C	NM_001182216.1	RefSeq_dna	DEPENDENT	-	-	-
YLR154C-H	YLR154C-H_mRNA	YLR154C-H	NP_878122.1	RefSeq_peptide	DEPENDENT	-	-	-
YLR154C-H	YLR154C-H_mRNA	YLR154C-H	NP_878123.1	RefSeq_peptide	DEPENDENT	-	-	-
YLR154C-H	YLR154C-H_mRNA	YLR154C-H	NP_878126.1	RefSeq_peptide	DEPENDENT	-	-	-
YLR154C-H	YLR154C-H_mRNA	YLR154C-H	NP_878127.1	RefSeq_peptide	DEPENDENT	-	-	-
YLR154C-H	YLR154C-H_mRNA	YLR154C-H	NM_001184561.1	RefSeq_dna	DEPENDENT	-	-	-
YLR154C-H	YLR154C-H_mRNA	YLR154C-H	NM_001184563.1	RefSeq_dna	DEPENDENT	-	-	-
YLR154C-H	YLR154C-H_mRNA	YLR154C-H	NM_001184564.1	RefSeq_dna	DEPENDENT	-	-	-
YLR154C-H	YLR154C-H_mRNA	YLR154C-H	NM_001184565.1	RefSeq_dna	DEPENDENT	-	-	-
YLR247C	YLR247C_mRNA	YLR247C	NP_013348.1	RefSeq_peptide	DEPENDENT	-	-	-
YLR247C	YLR247C_mRNA	YLR247C	NM_001182134.1	RefSeq_dna	DEPENDENT	-	-	-
YLR167W	YLR167W_mRNA	YLR167W	NP_013268.1	RefSeq_peptide	DEPENDENT	-	-	-
YLR167W	YLR167W_mRNA	YLR167W	NM_001182054.1	RefSeq_dna	DEPENDENT	-	-	-
YLR220W	YLR220W_mRNA	YLR220W	NP_013321.1	RefSeq_peptide	DEPENDENT	-	-	-
YLR220W	YLR220W_mRNA	YLR220W	NM_001182107.1	RefSeq_dna	DEPENDENT	-	-	-
YLR455W	YLR455W_mRNA	YLR455W	NP_013560.3	RefSeq_peptide	DEPENDENT	-	-	-
YLR455W	YLR455W_mRNA	YLR455W	NM_001182343.3	RefSeq_dna	DEPENDENT	-	-	-
YLR094C	YLR094C_mRNA	YLR094C	NP_013195.1	RefSeq_peptide	DEPENDENT	-	-	-
YLR094C	YLR094C_mRNA	YLR094C	NM_001181981.1	RefSeq_dna	DEPENDENT	-	-	-
YLR272C	YLR272C_mRNA	YLR272C	NP_013374.1	RefSeq_peptide	DEPENDENT	-	-	-
YLR272C	YLR272C_mRNA	YLR272C	NM_001182159.1	RefSeq_dna	DEPENDENT	-	-	-
YLR264C-A	YLR264C-A_mRNA	YLR264C-A	NP_878129.1	RefSeq_peptide	DEPENDENT	-	-	-
YLR264C-A	YLR264C-A_mRNA	YLR264C-A	NM_001184638.1	RefSeq_dna	DEPENDENT	-	-	-
YLR181C	YLR181C_mRNA	YLR181C	NP_013282.1	RefSeq_peptide	DEPENDENT	-	-	-
YLR181C	YLR181C_mRNA	YLR181C	NM_001182068.1	RefSeq_dna	DEPENDENT	-	-	-
YLR180W	YLR180W_mRNA	YLR180W	NP_013281.1	RefSeq_peptide	DEPENDENT	-	-	-
YLR180W	YLR180W_mRNA	YLR180W	NM_001182067.1	RefSeq_dna	DEPENDENT	-	-	-
YLR250W	YLR250W_mRNA	YLR250W	NP_013351.1	RefSeq_peptide	DEPENDENT	-	-	-
YLR250W	YLR250W_mRNA	YLR250W	NM_001182137.1	RefSeq_dna	DEPENDENT	-	-	-
YLR424W	YLR424W_mRNA	YLR424W	NP_013528.1	RefSeq_peptide	DEPENDENT	-	-	-
YLR424W	YLR424W_mRNA	YLR424W	NM_001182312.1	RefSeq_dna	DEPENDENT	-	-	-
YLR253W	YLR253W_mRNA	YLR253W	NP_013354.1	RefSeq_peptide	DEPENDENT	-	-	-
YLR253W	YLR253W_mRNA	YLR253W	NM_001182140.1	RefSeq_dna	DEPENDENT	-	-	-
YLR390W-A	YLR390W-A_mRNA	YLR390W-A	NP_013495.1	RefSeq_peptide	DEPENDENT	-	-	-
YLR390W-A	YLR390W-A_mRNA	YLR390W-A	NM_001184303.1	RefSeq_dna	DEPENDENT	-	-	-
YLR233C	YLR233C_mRNA	YLR233C	NP_013334.1	RefSeq_peptide	DEPENDENT	-	-	-
YLR233C	YLR233C_mRNA	YLR233C	NM_001182120.1	RefSeq_dna	DEPENDENT	-	-	-
YLR117C	YLR117C_mRNA	YLR117C	NP_013218.1	RefSeq_peptide	DEPENDENT	-	-	-
YLR117C	YLR117C_mRNA	YLR117C	NM_001182004.1	RefSeq_dna	DEPENDENT	-	-	-
YLR110C	YLR110C_mRNA	YLR110C	NP_013211.1	RefSeq_peptide	DEPENDENT	-	-	-
YLR110C	YLR110C_mRNA	YLR110C	NM_001181997.1	RefSeq_dna	DEPENDENT	-	-	-
YLR072W	YLR072W_mRNA	YLR072W	NP_013173.1	RefSeq_peptide	DEPENDENT	-	-	-
YLR072W	YLR072W_mRNA	YLR072W	NM_001181959.1	RefSeq_dna	DEPENDENT	-	-	-
YLR069C	YLR069C_mRNA	YLR069C	NP_013170.1	RefSeq_peptide	DEPENDENT	-	-	-
YLR069C	YLR069C_mRNA	YLR069C	NM_001181956.1	RefSeq_dna	DEPENDENT	-	-	-
YLR403W	YLR403W_mRNA	YLR403W	NP_013507.1	RefSeq_peptide	DEPENDENT	-	-	-
YLR403W	YLR403W_mRNA	YLR403W	NM_001182291.1	RefSeq_dna	DEPENDENT	-	-	-
YLR008C	YLR008C_mRNA	YLR008C	NP_013108.1	RefSeq_peptide	DEPENDENT	-	-	-
YLR008C	YLR008C_mRNA	YLR008C	NM_001181895.1	RefSeq_dna	DEPENDENT	-	-	-
YLR231C	YLR231C_mRNA	YLR231C	NP_013332.1	RefSeq_peptide	DEPENDENT	-	-	-
YLR231C	YLR231C_mRNA	YLR231C	NM_001182118.1	RefSeq_dna	DEPENDENT	-	-	-
YLR264W	YLR264W_mRNA	YLR264W	NP_013366.1	RefSeq_peptide	DEPENDENT	-	-	-
YLR264W	YLR264W_mRNA	YLR264W	NM_001182151.1	RefSeq_dna	DEPENDENT	-	-	-
YLR164W	YLR164W_mRNA	YLR164W	NP_013265.1	RefSeq_peptide	DEPENDENT	-	-	-
YLR164W	YLR164W_mRNA	YLR164W	NM_001182051.1	RefSeq_dna	DEPENDENT	-	-	-
YLR079W	YLR079W_mRNA	YLR079W	NP_013180.1	RefSeq_peptide	DEPENDENT	-	-	-
YLR079W	YLR079W_mRNA	YLR079W	NM_001181966.1	RefSeq_dna	DEPENDENT	-	-	-
YLR103C	YLR103C_mRNA	YLR103C	NP_013204.1	RefSeq_peptide	DEPENDENT	-	-	-
YLR103C	YLR103C_mRNA	YLR103C	NM_001181990.1	RefSeq_dna	DEPENDENT	-	-	-
YLR170C	YLR170C_mRNA	YLR170C	NP_013271.1	RefSeq_peptide	DEPENDENT	-	-	-
YLR170C	YLR170C_mRNA	YLR170C	NM_001182057.1	RefSeq_dna	DEPENDENT	-	-	-
YLR228C	YLR228C_mRNA	YLR228C	NP_013329.1	RefSeq_peptide	DEPENDENT	-	-	-
YLR228C	YLR228C_mRNA	YLR228C	NM_001182115.1	RefSeq_dna	DEPENDENT	-	-	-
YLL036C	YLL036C_mRNA	YLL036C	NP_013064.1	RefSeq_peptide	DEPENDENT	-	-	-
YLL036C	YLL036C_mRNA	YLL036C	NM_001181856.1	RefSeq_dna	DEPENDENT	-	-	-
YLR411W	YLR411W_mRNA	YLR411W	NP_013515.3	RefSeq_peptide	DEPENDENT	-	-	-
YLR411W	YLR411W_mRNA	YLR411W	NM_001182299.3	RefSeq_dna	DEPENDENT	-	-	-
YLR056W	YLR056W_mRNA	YLR056W	NP_013157.1	RefSeq_peptide	DEPENDENT	-	-	-
YLR056W	YLR056W_mRNA	YLR056W	NM_001181943.1	RefSeq_dna	DEPENDENT	-	-	-
YLR429W	YLR429W_mRNA	YLR429W	NP_013533.1	RefSeq_peptide	DEPENDENT	-	-	-
YLR429W	YLR429W_mRNA	YLR429W	NM_001182317.1	RefSeq_dna	DEPENDENT	-	-	-
YLL060C	YLL060C_mRNA	YLL060C	NP_013040.1	RefSeq_peptide	DEPENDENT	-	-	-
YLL060C	YLL060C_mRNA	YLL060C	NM_001181880.1	RefSeq_dna	DEPENDENT	-	-	-
YLR310C	YLR310C_mRNA	YLR310C	NP_013413.1	RefSeq_peptide	DEPENDENT	-	-	-
YLR310C	YLR310C_mRNA	YLR310C	NM_001182198.1	RefSeq_dna	DEPENDENT	-	-	-
YLR342W	YLR342W_mRNA	YLR342W	NP_013446.1	RefSeq_peptide	DEPENDENT	-	-	-
YLR342W	YLR342W_mRNA	YLR342W	NM_001182231.1	RefSeq_dna	DEPENDENT	-	-	-
YLR017W	YLR017W_mRNA	YLR017W	NP_013117.1	RefSeq_peptide	DEPENDENT	-	-	-
YLR017W	YLR017W_mRNA	YLR017W	NM_001181904.1	RefSeq_dna	DEPENDENT	-	-	-
YLR304C	YLR304C_mRNA	YLR304C	NP_013407.1	RefSeq_peptide	DEPENDENT	-	-	-
YLR304C	YLR304C_mRNA	YLR304C	NM_001182192.1	RefSeq_dna	DEPENDENT	-	-	-
YLL052C	YLL052C_mRNA	YLL052C	NP_013048.1	RefSeq_peptide	DEPENDENT	-	-	-
YLL052C	YLL052C_mRNA	YLL052C	NM_001181872.1	RefSeq_dna	DEPENDENT	-	-	-
YLR027C	YLR027C_mRNA	YLR027C	NP_013127.2	RefSeq_peptide	DEPENDENT	-	-	-
YLR027C	YLR027C_mRNA	YLR027C	NM_001181914.1	RefSeq_dna	DEPENDENT	-	-	-
YLR214W	YLR214W_mRNA	YLR214W	NP_013315.1	RefSeq_peptide	DEPENDENT	-	-	-
YLR214W	YLR214W_mRNA	YLR214W	NM_001182101.1	RefSeq_dna	DEPENDENT	-	-	-
YLL062C	YLL062C_mRNA	YLL062C	NP_013038.1	RefSeq_peptide	DEPENDENT	-	-	-
YLL062C	YLL062C_mRNA	YLL062C	NM_001181882.1	RefSeq_dna	DEPENDENT	-	-	-
YLR378C	YLR378C_mRNA	YLR378C	NP_013482.1	RefSeq_peptide	DEPENDENT	-	-	-
YLR378C	YLR378C_mRNA	YLR378C	NM_001182267.1	RefSeq_dna	DEPENDENT	-	-	-
YLR023C	YLR023C_mRNA	YLR023C	NP_013123.1	RefSeq_peptide	DEPENDENT	-	-	-
YLR023C	YLR023C_mRNA	YLR023C	NM_001181910.1	RefSeq_dna	DEPENDENT	-	-	-
YLR425W	YLR425W_mRNA	YLR425W	NP_013529.3	RefSeq_peptide	DEPENDENT	-	-	-
YLR425W	YLR425W_mRNA	YLR425W	NM_001182313.3	RefSeq_dna	DEPENDENT	-	-	-
YLR073C	YLR073C_mRNA	YLR073C	NP_013174.1	RefSeq_peptide	DEPENDENT	-	-	-
YLR073C	YLR073C_mRNA	YLR073C	NM_001181960.1	RefSeq_dna	DEPENDENT	-	-	-
YLL008W	YLL008W_mRNA	YLL008W	NP_013093.1	RefSeq_peptide	DEPENDENT	-	-	-
YLL008W	YLL008W_mRNA	YLL008W	NM_001181828.1	RefSeq_dna	DEPENDENT	-	-	-
YLL063C	YLL063C_mRNA	YLL063C	NP_013037.1	RefSeq_peptide	DEPENDENT	-	-	-
YLL063C	YLL063C_mRNA	YLL063C	NM_001181883.1	RefSeq_dna	DEPENDENT	-	-	-
YLR449W	YLR449W_mRNA	YLR449W	NP_013554.3	RefSeq_peptide	DEPENDENT	-	-	-
YLR449W	YLR449W_mRNA	YLR449W	NM_001182337.3	RefSeq_dna	DEPENDENT	-	-	-
YLL046C	YLL046C_mRNA	YLL046C	NP_013054.1	RefSeq_peptide	DEPENDENT	-	-	-
YLL046C	YLL046C_mRNA	YLL046C	NM_001181866.1	RefSeq_dna	DEPENDENT	-	-	-
YLR089C	YLR089C_mRNA	YLR089C	NP_013190.1	RefSeq_peptide	DEPENDENT	-	-	-
YLR089C	YLR089C_mRNA	YLR089C	NM_001181976.1	RefSeq_dna	DEPENDENT	-	-	-
YLR020C	YLR020C_mRNA	YLR020C	NP_013120.1	RefSeq_peptide	DEPENDENT	-	-	-
YLR020C	YLR020C_mRNA	YLR020C	NM_001181907.1	RefSeq_dna	DEPENDENT	-	-	-
YLR190W	YLR190W_mRNA	YLR190W	NP_013291.1	RefSeq_peptide	DEPENDENT	-	-	-
YLR190W	YLR190W_mRNA	YLR190W	NM_001182077.1	RefSeq_dna	DEPENDENT	-	-	-
YLR045C	YLR045C_mRNA	YLR045C	NP_013146.1	RefSeq_peptide	DEPENDENT	-	-	-
YLR045C	YLR045C_mRNA	YLR045C	NM_001181932.1	RefSeq_dna	DEPENDENT	-	-	-
YLR285W	YLR285W_mRNA	YLR285W	NP_013387.1	RefSeq_peptide	DEPENDENT	-	-	-
YLR285W	YLR285W_mRNA	YLR285W	NM_001182172.1	RefSeq_dna	DEPENDENT	-	-	-
YLR276C	YLR276C_mRNA	YLR276C	NP_013378.1	RefSeq_peptide	DEPENDENT	-	-	-
YLR276C	YLR276C_mRNA	YLR276C	NM_001182163.1	RefSeq_dna	DEPENDENT	-	-	-
YLR346C	YLR346C_mRNA	YLR346C	NP_013450.1	RefSeq_peptide	DEPENDENT	-	-	-
YLR346C	YLR346C_mRNA	YLR346C	NM_001182235.1	RefSeq_dna	DEPENDENT	-	-	-
YLR156W	YLR156W_mRNA	YLR156W	NP_757337.1	RefSeq_peptide	DEPENDENT	-	-	-
YLR156W	YLR156W_mRNA	YLR156W	NP_757338.1	RefSeq_peptide	DEPENDENT	-	-	-
YLR156W	YLR156W_mRNA	YLR156W	NP_757339.1	RefSeq_peptide	DEPENDENT	-	-	-
YLR156W	YLR156W_mRNA	YLR156W	NM_001182043.1	RefSeq_dna	DEPENDENT	-	-	-
YLR156W	YLR156W_mRNA	YLR156W	NM_001182046.1	RefSeq_dna	DEPENDENT	-	-	-
YLR156W	YLR156W_mRNA	YLR156W	NM_001182048.1	RefSeq_dna	DEPENDENT	-	-	-
YLR135W	YLR135W_mRNA	YLR135W	NP_013236.1	RefSeq_peptide	DEPENDENT	-	-	-
YLR135W	YLR135W_mRNA	YLR135W	NM_001182022.1	RefSeq_dna	DEPENDENT	-	-	-
YLR261C	YLR261C_mRNA	YLR261C	NP_013362.1	RefSeq_peptide	DEPENDENT	-	-	-
YLR261C	YLR261C_mRNA	YLR261C	NM_001182148.1	RefSeq_dna	DEPENDENT	-	-	-
YLR077W	YLR077W_mRNA	YLR077W	NP_013178.1	RefSeq_peptide	DEPENDENT	-	-	-
YLR077W	YLR077W_mRNA	YLR077W	NM_001181964.1	RefSeq_dna	DEPENDENT	-	-	-
YLR144C	YLR144C_mRNA	YLR144C	NP_013245.1	RefSeq_peptide	DEPENDENT	-	-	-
YLR144C	YLR144C_mRNA	YLR144C	NM_001182031.1	RefSeq_dna	DEPENDENT	-	-	-
YLR414C	YLR414C_mRNA	YLR414C	NP_013518.3	RefSeq_peptide	DEPENDENT	-	-	-
YLR414C	YLR414C_mRNA	YLR414C	NM_001182302.3	RefSeq_dna	DEPENDENT	-	-	-
YLR030W	YLR030W_mRNA	YLR030W	NP_013130.1	RefSeq_peptide	DEPENDENT	-	-	-
YLR030W	YLR030W_mRNA	YLR030W	NM_001181917.1	RefSeq_dna	DEPENDENT	-	-	-
YLR301W	YLR301W_mRNA	YLR301W	NP_013404.1	RefSeq_peptide	DEPENDENT	-	-	-
YLR301W	YLR301W_mRNA	YLR301W	NM_001182189.1	RefSeq_dna	DEPENDENT	-	-	-
YLR427W	YLR427W_mRNA	YLR427W	NP_013531.3	RefSeq_peptide	DEPENDENT	-	-	-
YLR427W	YLR427W_mRNA	YLR427W	NM_001182315.3	RefSeq_dna	DEPENDENT	-	-	-
YLR200W	YLR200W_mRNA	YLR200W	NP_013301.1	RefSeq_peptide	DEPENDENT	-	-	-
YLR200W	YLR200W_mRNA	YLR200W	NM_001182087.1	RefSeq_dna	DEPENDENT	-	-	-
YLR150W	YLR150W_mRNA	YLR150W	NP_013251.1	RefSeq_peptide	DEPENDENT	-	-	-
YLR150W	YLR150W_mRNA	YLR150W	NM_001182037.1	RefSeq_dna	DEPENDENT	-	-	-
YLL021W	YLL021W_mRNA	YLL021W	NP_013079.1	RefSeq_peptide	DEPENDENT	-	-	-
YLL021W	YLL021W_mRNA	YLL021W	NM_001181841.1	RefSeq_dna	DEPENDENT	-	-	-
YLR078C	YLR078C_mRNA	YLR078C	NP_013179.1	RefSeq_peptide	DEPENDENT	-	-	-
YLR078C	YLR078C_mRNA	YLR078C	NM_001181965.1	RefSeq_dna	DEPENDENT	-	-	-
YLR153C	YLR153C_mRNA	YLR153C	NP_013254.1	RefSeq_peptide	DEPENDENT	-	-	-
YLR153C	YLR153C_mRNA	YLR153C	NM_001182040.1	RefSeq_dna	DEPENDENT	-	-	-
